   5.37139595e-01]	[  1.53394580e-01   3.58108300e-05   2.44898198e-04   5.49166798e-05
   8.46269786e-01]
1	[  7.78846117e-14   1.00000000e+00   1.54768884e-17   7.76324066e-16
   5.31034244e-12]	[  3.06528747e-10   9.99998689e-01   1.02812224e-10   1.37238501e-07
   1.15951968e-06]	[  1.61292988e-07   9.99975085e-01   1.29102062e-09   1.12961175e-07
   2.47180451e-05]	[  1.05801415e-13   1.00000000e+00   1.74537280e-16   6.76582559e-15
   3.26436586e-11]	[  2.69474612e-12   1.00000000e+00   2.90122371e-14   8.57293566e-13
   5.15389884e-11]	[  1.21552573e-12   1.00000000e+00   9.98579136e-14   8.32342181e-12
   5.13428100e-09]	[  2.06311217e-08   9.99999404e-01   2.33714248e-09   3.43445805e-08
   5.97840824e-07]	[  8.93057546e-13   1.00000000e+00   4.78677732e-14   7.96513327e-14
   2.75285923e-11]	[  2.63149919e-12   1.00000000e+00   1.10536377e-14   8.32186208e-13
   6.69705125e-10]	[  9.39161415e-10   9.99999881e-01   1.83216324e-11   1.23213731e-10
   1.20705892e-07]	[  9.32562201e-14   1.00000000e+00   5.55811175e-17   2.28703157e-16
   1.50012190e-11]
4	[  1.90699197e-22   9.17128297e-20   4.05031954e-23   1.08625552e-31
   1.00000000e+00]	[  1.45917631e-12   1.60526627e-11   8.89673057e-12   1.41036505e-16
   1.00000000e+00]	[  1.02216449e-08   3.43761968e-07   2.54821639e-08   1.05227910e-11
   9.99999642e-01]	[  1.10851411e-21   3.37449592e-18   2.10255628e-20   8.55629586e-30
   1.00000000e+00]	[  3.37795194e-23   7.10485219e-21   7.99172832e-23   5.32757608e-32
   1.00000000e+00]	[  7.32394661e-16   1.78130690e-14   3.30611921e-13   2.29888020e-19
   1.00000000e+00]	[  5.52026341e-11   7.12502765e-11   2.28799840e-10   4.10197251e-16
   1.00000000e+00]	[  3.07330301e-23   4.67394932e-21   1.30190991e-22   1.56252528e-32
   1.00000000e+00]	[  4.47673490e-22   1.71775283e-20   1.03871319e-23   1.14439952e-30
   1.00000000e+00]	[  5.33732997e-13   3.46497171e-11   3.13017055e-13   1.95598892e-20
   1.00000000e+00]	[  4.33141213e-21   4.04412365e-18   6.41187154e-21   9.82549724e-30
   1.00000000e+00]
1	[  2.16693454e-08   2.68767076e-03   9.64433432e-01   2.89301388e-10
   3.28789577e-02]	[  3.36193409e-07   4.57167625e-03   9.48291242e-01   2.05848482e-05
   4.71162051e-02]	[  1.43900033e-04   1.33904338e-01   3.70633930e-01   4.54738765e-04
   4.94863123e-01]	[  4.78629509e-08   9.59102809e-02   8.68042469e-01   4.79208406e-09
   3.60471904e-02]	[  8.04287748e-10   1.26472223e-04   9.90265667e-01   9.67321293e-11
   9.60786454e-03]	[  2.77233436e-08   7.35183246e-04   9.81775939e-01   1.44363435e-06
   1.74874160e-02]	[  5.05933305e-04   1.08503588e-01   7.41088748e-01   1.49148464e-05
   1.49886817e-01]	[  3.27410099e-09   9.56579053e-04   9.90540147e-01   1.45164219e-11
   8.50328989e-03]	[  6.39254449e-06   3.00711364e-01   5.95395505e-01   1.15846667e-07
   1.03886597e-01]	[  5.26257554e-06   2.40609925e-02   9.65353370e-01   1.25793505e-07
   1.05802622e-02]	[  5.59373454e-08   3.32985148e-02   9.42437291e-01   1.07765197e-09
   2.42641456e-02]
1	[  8.17443557e-10   3.09498841e-06   9.62050763e-07   1.27967857e-14
   9.99995947e-01]	[  6.95231211e-06   2.30751350e-03   2.63676271e-02   2.75246180e-06
   9.71315145e-01]	[  1.22642887e-04   2.43262686e-02   2.63966341e-03   2.62685353e-05
   9.72885191e-01]	[  8.65799610e-09   3.65526910e-04   1.77302252e-04   7.08260534e-12
   9.99457181e-01]	[  1.84389989e-10   7.56569079e-07   7.79784932e-06   1.99109731e-14
   9.99991417e-01]	[  2.25164143e-07   3.79719626e-04   4.57963208e-03   2.16480416e-07
   9.95040238e-01]	[  7.65487412e-03   3.11520755e-01   7.79606700e-02   2.54043971e-05
   6.02838278e-01]	[  4.44885323e-10   2.50596463e-06   2.17972247e-05   7.45436004e-15
   9.99975681e-01]	[  5.86519832e-07   1.09237607e-03   2.34263971e-05   1.29697655e-10
   9.98883665e-01]	[  3.48847185e-04   1.83113873e-01   9.87192243e-02   9.32159594e-08
   7.17818022e-01]	[  1.06562437e-09   2.50747380e-05   4.45741648e-07   2.54759999e-14
   9.99974489e-01]
3	[  2.53672498e-15   4.04784192e-11   1.51319934e-08   3.85637499e-15
   1.00000000e+00]	[  1.50539563e-11   2.23108909e-08   3.89874049e-06   1.27153080e-10
   9.99996066e-01]	[  3.21631877e-09   2.74714557e-06   1.38130472e-05   3.61879882e-09
   9.99983430e-01]	[  4.01360342e-17   1.79898943e-11   5.53481838e-09   1.36644109e-16
   1.00000000e+00]	[  3.30559351e-14   6.47323639e-10   1.97436498e-06   3.04090412e-13
   9.99997973e-01]	[  5.45341359e-18   2.50746875e-14   5.12521803e-10   1.33745814e-16
   1.00000000e+00]	[  3.51394830e-10   1.26036412e-07   1.36175702e-04   5.88472951e-11
   9.99863625e-01]	[  3.96621102e-15   3.56462720e-10   1.03418657e-07   1.47824793e-15
   9.99999881e-01]	[  3.22033853e-16   4.13628089e-13   4.75791406e-10   6.68646220e-16
   1.00000000e+00]	[  2.69489622e-11   3.21240833e-07   1.72517537e-06   4.42722907e-11
   9.99997973e-01]	[  2.88766474e-14   1.82514146e-08   1.24091741e-07   1.64972863e-14
   9.99999881e-01]
4	[  1.76288387e-13   1.30234740e-03   8.63368809e-01   7.09601562e-12
   1.35328844e-01]	[  7.23933846e-09   1.16652425e-03   4.92389858e-01   2.51766846e-06
   5.06441116e-01]	[  5.56574264e-07   1.13896057e-01   2.05840632e-01   1.65323610e-03
   6.78609490e-01]	[  1.82696889e-13   2.45121983e-03   1.43761709e-01   2.49864070e-11
   8.53787065e-01]	[  3.35530689e-14   4.48394567e-04   9.92484868e-01   2.25801712e-12
   7.06676487e-03]	[  1.19290845e-11   7.67636532e-03   5.94738483e-01   1.97887221e-06
   3.97583187e-01]	[  2.54847010e-09   6.64742768e-01   1.22486451e-03   4.96793973e-07
   3.34031880e-01]	[  3.13927656e-14   2.20670598e-03   9.70152855e-01   1.07861712e-12
   2.76404284e-02]	[  1.36525575e-14   3.03597449e-06   6.21461077e-04   2.59220923e-10
   9.99375522e-01]	[  3.32483832e-11   1.51810581e-02   3.99969339e-01   1.46131445e-08
   5.84849596e-01]	[  2.46471983e-12   5.01674294e-01   2.70502925e-01   1.43612969e-11
   2.27822796e-01]
4	[  2.10595031e-11   4.36583363e-18   9.99994755e-01   8.19214081e-14
   5.25423320e-06]	[  4.02483957e-09   4.49035123e-12   9.95401621e-01   2.09209339e-09
   4.59831348e-03]	[  6.47028326e-04   2.95974623e-05   9.02332962e-01   9.51704755e-03
   8.74734148e-02]	[  1.53501198e-10   2.23296255e-16   9.99908686e-01   1.14308389e-12
   9.12699616e-05]	[  5.85886970e-13   1.56252957e-19   9.99999881e-01   3.56614356e-14
   6.36546247e-08]	[  1.32073996e-09   2.11567485e-13   9.96240497e-01   8.42369303e-08
   3.75943677e-03]	[  3.49071811e-08   8.20968814e-12   9.96539474e-01   1.52696611e-09
   3.46056418e-03]	[  1.64928965e-12   1.64437199e-18   9.99999881e-01   7.92720856e-15
   1.69465849e-07]	[  1.06351500e-07   3.32082929e-12   9.99796450e-01   1.98020156e-09
   2.03498363e-04]	[  4.00640077e-10   3.15927116e-16   9.99997020e-01   7.80110500e-14
   2.95166228e-06]	[  3.17753324e-11   7.35901563e-18   9.99986649e-01   1.62896484e-13
   1.34022112e-05]
4	[  2.63306015e-16   1.05248898e-17   1.52084671e-12   1.13888175e-15
   1.00000000e+00]	[  4.34967433e-07   4.08615824e-06   1.66143393e-04   4.84871882e-04
   9.99344409e-01]	[  9.58767941e-06   1.97483299e-04   4.69650058e-06   3.69709055e-03
   9.96091068e-01]	[  3.49391112e-16   1.49688827e-16   2.20393252e-11   2.61980641e-15
   1.00000000e+00]	[  6.28151114e-18   2.13653153e-19   1.70300677e-13   9.56213972e-17
   1.00000000e+00]	[  1.36401686e-12   8.40243836e-13   8.06956169e-10   2.50986787e-09
   1.00000000e+00]	[  1.07001071e-07   5.06954789e-09   2.12781629e-07   9.79061880e-08
   9.99999523e-01]	[  2.76767652e-17   5.10015495e-18   3.64478480e-14   2.54950862e-17
   1.00000000e+00]	[  8.76356192e-12   1.10410053e-12   1.13015104e-10   6.79866753e-12
   1.00000000e+00]	[  1.57787602e-11   5.26262681e-13   2.11976089e-10   1.87819673e-11
   1.00000000e+00]	[  2.03456917e-17   3.67546621e-18   7.76271476e-14   5.01100291e-17
   1.00000000e+00]
4	[  5.12294547e-12   3.69083236e-13   3.03373282e-09   4.61026217e-10
   1.00000000e+00]	[  5.18096340e-06   1.06013729e-04   2.54692486e-03   4.18153964e-02
   9.55526471e-01]	[  2.14804124e-04   3.42432410e-02   4.37726761e-04   4.63978082e-01
   5.01126170e-01]	[  6.99049152e-12   5.36482794e-12   2.71967167e-07   3.94763999e-10
   9.99999762e-01]	[  7.54547087e-13   3.27342659e-14   8.48640180e-09   4.86680751e-10
   1.00000000e+00]	[  2.05760159e-10   3.79674153e-10   1.95430133e-07   1.12361995e-05
   9.99988556e-01]	[  1.23708014e-05   1.38765313e-06   5.71937126e-05   1.28089581e-04
   9.99800980e-01]	[  5.69977442e-12   4.47029002e-12   2.16562412e-08   1.61670052e-10
   1.00000000e+00]	[  1.47902512e-09   1.86037769e-10   5.58892310e-08   4.96418266e-08
   9.99999881e-01]	[  1.08458678e-07   1.65365144e-08   1.31318275e-05   2.87319222e-06
   9.99983907e-01]	[  7.64893194e-13   2.55136244e-13   3.27058741e-10   3.55695161e-11
   1.00000000e+00]
2	[  2.04635995e-07   4.58200457e-11   9.99997854e-01   6.60431965e-07
   1.14761099e-06]	[  2.86740857e-07   2.82538570e-09   9.98698950e-01   1.41736145e-05
   1.28661084e-03]	[  2.22297478e-03   3.42763728e-04   7.52677858e-01   4.83570322e-02
   1.96399435e-01]	[  2.36076772e-07   1.05167541e-09   9.99993086e-01   2.98576037e-06
   3.68225551e-06]	[  1.10779830e-08   3.99502263e-12   9.99999762e-01   2.40039469e-07
   2.73518310e-08]	[  3.75075103e-07   1.65087732e-09   9.99675035e-01   6.62747843e-05
   2.58404791e-04]	[  4.72299987e-04   4.73614534e-07   9.97251332e-01   1.79165654e-05
   2.25788075e-03]	[  2.18292566e-08   2.16883681e-11   1.00000000e+00   4.25856577e-08
   5.16940304e-08]	[  2.84586372e-06   3.28208061e-09   9.99933124e-01   4.26429915e-06
   5.96762766e-05]	[  1.55936084e-06   9.69957240e-11   9.99988914e-01   1.40134562e-08
   9.58019609e-06]	[  1.17766724e-07   4.79063560e-11   9.99999285e-01   2.21389527e-07
   4.02140586e-07]
2	[  3.52751851e-20   1.29799764e-29   1.00000000e+00   1.42191531e-23
   3.19089915e-12]	[  8.71879934e-13   1.58149720e-17   9.86153007e-01   2.74863682e-12
   1.38469432e-02]	[  3.16875372e-07   9.48101250e-11   9.98447359e-01   7.54738068e-08
   1.55214989e-03]	[  3.09428415e-19   5.28564848e-26   1.00000000e+00   5.39515791e-21
   8.18941442e-11]	[  4.87528813e-22   3.17944509e-32   1.00000000e+00   6.99223331e-25
   4.65373996e-13]	[  4.32635081e-17   1.23043899e-22   1.00000000e+00   4.14736765e-15
   3.56860426e-08]	[  1.91518229e-13   8.25112499e-21   9.99997258e-01   4.96259498e-17
   2.79504752e-06]	[  3.44559305e-20   1.25813504e-28   1.00000000e+00   1.12356187e-24
   1.73814739e-12]	[  9.53155270e-16   1.78390307e-23   1.00000000e+00   1.13557857e-18
   4.52050948e-08]	[  1.98732591e-16   1.46242999e-24   1.00000000e+00   2.35963532e-19
   3.81416010e-11]	[  1.25508735e-19   3.00689327e-28   1.00000000e+00   2.45867876e-22
   3.05050717e-13]
2	[  5.63416432e-20   7.39035990e-28   1.00000000e+00   1.93122552e-20
   1.19173463e-10]	[  1.14190463e-13   1.28861496e-17   9.98378515e-01   1.70473496e-11
   1.62147183e-03]	[  6.29632382e-07   2.67523521e-11   9.40865397e-01   3.07351335e-08
   5.91339767e-02]	[  5.73340234e-19   1.99123363e-24   1.00000000e+00   1.33904959e-18
   3.14679460e-09]	[  6.07160818e-22   2.70822125e-30   1.00000000e+00   5.44438122e-22
   7.61990037e-12]	[  1.78948469e-18   4.28979129e-24   9.99997258e-01   3.23368761e-15
   2.70453006e-06]	[  1.60145449e-15   9.45424021e-22   9.99999404e-01   9.24156488e-17
   6.00734950e-07]	[  2.19528099e-19   6.76612346e-26   1.00000000e+00   6.50006159e-21
   8.11101319e-09]	[  1.04787954e-14   1.59037751e-20   1.00000000e+00   1.70476657e-15
   3.95376318e-08]	[  3.84613309e-16   5.27886596e-23   1.00000000e+00   2.18276482e-18
   1.82523898e-08]	[  3.93164710e-19   3.18149329e-26   1.00000000e+00   3.53707367e-19
   1.73545171e-11]
4	[  1.82669917e-12   8.38467802e-19   6.02175074e-04   1.71877858e-17
   9.99397874e-01]	[  2.69657430e-09   9.09339823e-13   2.49409303e-03   5.20257830e-11
   9.97505963e-01]	[  1.33532842e-04   4.18913373e-07   1.09385408e-03   1.12795954e-06
   9.98771012e-01]	[  1.65061346e-12   1.23819847e-17   8.66583287e-05   1.50688667e-17
   9.99913335e-01]	[  1.12052327e-12   3.79403914e-19   2.19341862e-04   1.06877989e-17
   9.99780715e-01]	[  1.27489938e-13   1.74439764e-19   3.46329927e-07   4.89136116e-15
   9.99999642e-01]	[  4.03385840e-08   2.29891956e-11   1.93546593e-01   2.62889606e-11
   8.06453407e-01]	[  4.79587117e-12   2.96467984e-17   6.93666097e-03   1.74918623e-17
   9.93063390e-01]	[  8.11673728e-10   1.73686789e-13   2.38322318e-01   3.63424975e-13
   7.61677742e-01]	[  5.24608690e-10   5.68711262e-15   9.82850671e-01   7.14311831e-16
   1.71493609e-02]	[  5.41620568e-12   4.63943230e-18   4.38614261e-05   1.60422746e-16
   9.99956131e-01]
3	[  2.09211137e-08   2.05966710e-09   2.38761511e-02   1.56102087e-05
   9.76108253e-01]	[  6.24832097e-08   1.95052553e-06   8.75989735e-01   3.81360836e-02
   8.58721659e-02]	[  3.71196511e-05   3.03715523e-02   5.77118933e-01   1.46925505e-02
   3.77779871e-01]	[  3.80750498e-09   1.90731896e-07   1.07716896e-01   3.27241537e-06
   8.92279625e-01]	[  8.42462988e-09   1.92543892e-09   2.28053153e-01   1.72486325e-05
   7.71929562e-01]	[  7.57002780e-08   9.38830169e-07   4.57770646e-01   1.16106821e-03
   5.41067302e-01]	[  1.70324765e-05   5.05752687e-05   1.62517309e-01   2.67050309e-05
   8.37388396e-01]	[  1.50755195e-08   1.78075368e-08   7.07074285e-01   3.31483989e-07
   2.92925358e-01]	[  1.13872716e-08   1.02077513e-09   1.17223151e-03   6.87049635e-08
   9.98827636e-01]	[  2.42083183e-06   3.13562450e-05   6.84451222e-01   1.77892653e-05
   3.15497220e-01]	[  9.23311632e-08   6.98847771e-08   2.00740159e-01   1.51453001e-04
   7.99108207e-01]
4	[  4.58689227e-19   1.11830243e-24   2.13063777e-20   1.84278404e-17
   1.00000000e+00]	[  7.34194498e-13   4.54417771e-16   3.42011280e-11   3.79303394e-11
   1.00000000e+00]	[  3.90135995e-08   2.53605847e-09   5.91205946e-07   5.13301686e-08
   9.99999285e-01]	[  9.48728682e-18   5.86812549e-22   3.52678380e-17   4.74738409e-16
   1.00000000e+00]	[  3.85493857e-20   1.00609015e-25   5.26471339e-21   4.04839893e-18
   1.00000000e+00]	[  5.15163033e-14   7.47255196e-18   1.59934635e-11   4.36149415e-11
   1.00000000e+00]	[  2.84018370e-07   2.21761276e-09   4.56765648e-08   1.63875114e-07
   9.99999523e-01]	[  5.88874907e-17   2.17777955e-21   1.89608177e-15   9.02098771e-16
   1.00000000e+00]	[  1.59030601e-11   8.42194102e-15   4.65434332e-13   3.96301134e-12
   1.00000000e+00]	[  7.21347218e-11   2.81721424e-13   1.07619080e-10   1.46390781e-11
   1.00000000e+00]	[  3.66707926e-17   1.55401590e-21   1.46964402e-17   9.19130444e-15
   1.00000000e+00]
2	[  7.22510566e-14   1.02419517e-13   9.99999404e-01   2.91538722e-08
   5.59797002e-07]	[  2.76455747e-09   4.84945417e-08   9.77235138e-01   3.61975818e-03
   1.91451441e-02]	[  7.05270509e-07   1.18513672e-05   1.36386249e-02   9.51861620e-01
   3.44871469e-02]	[  3.80191451e-12   1.71414827e-11   9.99947190e-01   5.97588632e-06
   4.68221660e-05]	[  4.29484922e-15   4.91453641e-15   1.00000000e+00   9.61701385e-09
   4.16499688e-08]	[  9.52904491e-11   2.58798272e-09   6.49218202e-01   3.43458176e-01
   7.32366974e-03]	[  7.55363828e-07   1.86701454e-05   1.32658347e-01   8.84477571e-02
   7.78874516e-01]	[  8.97420989e-15   2.96106455e-14   9.99999881e-01   6.49103127e-09
   1.20848711e-07]	[  1.01730946e-09   1.94973531e-08   9.73171294e-01   2.20051482e-02
   4.82357386e-03]	[  2.76977619e-09   1.18274412e-09   9.85600233e-01   6.44394371e-04
   1.37553904e-02]	[  4.50578247e-12   1.07699211e-10   9.99988914e-01   2.04840347e-07
   1.08488302e-05]
1	[  1.90470611e-17   9.99999762e-01   1.18137224e-20   9.89790226e-17
   2.55411550e-07]	[  1.53059593e-10   9.99934316e-01   2.05380449e-10   4.51232225e-08
   6.57083801e-05]	[  5.88326776e-10   9.99942660e-01   9.02294239e-10   2.02916830e-08
   5.73882535e-05]	[  2.42403144e-17   9.99999881e-01   6.77875753e-18   1.82429276e-15
   7.44828483e-08]	[  6.90833878e-16   9.99998093e-01   4.62762720e-17   5.64751120e-14
   1.92345692e-06]	[  3.07740834e-15   9.99999523e-01   3.14385596e-15   2.78121883e-12
   5.16276202e-07]	[  6.59596943e-12   9.99997973e-01   9.30272095e-14   1.43742671e-10
   1.99994111e-06]	[  2.64482646e-17   9.99999881e-01   2.16094214e-18   2.15493493e-16
   6.90347903e-08]	[  1.19368398e-14   9.99996066e-01   7.38318717e-17   5.51692853e-14
   3.93632490e-06]	[  1.42505712e-12   9.99962330e-01   1.31017687e-13   6.22652208e-11
   3.76973694e-05]	[  1.60028115e-17   9.99999881e-01   7.29487739e-20   6.18158027e-17
   1.34424141e-07]
2	[  2.65301132e-11   7.57541599e-12   9.99958634e-01   4.52472998e-12
   4.13691560e-05]	[  9.28526256e-10   1.26359367e-10   4.48821366e-01   6.14968371e-07
   5.51178038e-01]	[  5.48141907e-06   7.19856871e-06   1.37871504e-01   6.72426540e-03
   8.55391562e-01]	[  1.56098294e-11   1.33062346e-11   9.95354176e-01   2.33061043e-10
   4.64583980e-03]	[  4.87143420e-13   7.65451748e-14   9.99986649e-01   7.28465682e-13
   1.34028242e-05]	[  1.37165390e-10   7.68841310e-11   9.98971939e-01   5.93223433e-07
   1.02752482e-03]	[  6.16221143e-07   1.50211079e-08   9.49978888e-01   7.74277851e-07
   5.00196815e-02]	[  9.43437169e-13   1.83151942e-13   9.99992847e-01   1.49048256e-11
   7.17334797e-06]	[  5.77699488e-08   3.29415584e-09   3.00428778e-01   2.99375209e-08
   6.99571133e-01]	[  1.33915563e-07   1.66127982e-08   9.98304963e-01   1.27788965e-07
   1.69474154e-03]	[  3.04618622e-11   1.81485764e-11   9.99992967e-01   1.73822970e-10
   7.03100841e-06]
2	[  2.69257576e-12   7.41116456e-12   9.99987721e-01   5.25888452e-15
   1.22909751e-05]	[  9.35889977e-11   4.68435048e-11   9.93908882e-01   4.25434976e-08
   6.09109178e-03]	[  6.54828773e-06   6.05779314e-06   1.96235105e-01   7.08482461e-04
   8.03043783e-01]	[  3.00968040e-12   1.34842328e-11   9.98942912e-01   6.29915824e-13
   1.05704623e-03]	[  1.33874523e-14   4.44623552e-14   9.99999523e-01   2.79180021e-16
   5.31681962e-07]	[  3.58246354e-12   7.66443061e-13   9.99598205e-01   1.45458812e-10
   4.01788304e-04]	[  5.50675523e-08   2.36485853e-09   9.87687528e-01   5.06901499e-09
   1.23125119e-02]	[  7.90278623e-14   8.62696145e-14   9.99976993e-01   8.14664854e-15
   2.29600410e-05]	[  1.99763392e-07   1.48122325e-07   9.87422585e-01   8.77732553e-09
   1.25771016e-02]	[  1.41415590e-08   1.32922096e-09   9.97655034e-01   4.02902538e-11
   2.34496105e-03]	[  6.20068059e-12   2.45095801e-11   9.99996305e-01   1.96582510e-13
   3.75085642e-06]
4	[  1.99060853e-26   1.06810189e-31   2.67225682e-34   3.28025739e-33
   1.00000000e+00]	[  3.67126685e-12   4.57208734e-15   1.13796589e-14   4.63254482e-14
   1.00000000e+00]	[  3.21672964e-08   1.23961108e-08   1.37338502e-10   3.67889164e-09
   1.00000000e+00]	[  1.97506032e-23   3.38653620e-28   3.79107348e-30   1.02066170e-29
   1.00000000e+00]	[  2.02844565e-26   6.79330998e-32   2.18404623e-34   1.56997501e-33
   1.00000000e+00]	[  2.03769161e-17   1.28110062e-21   3.24791453e-22   4.53737873e-20
   1.00000000e+00]	[  5.49551273e-11   1.76997080e-11   5.16176403e-13   3.25165025e-12
   1.00000000e+00]	[  6.05827544e-24   1.83949385e-28   2.42279424e-31   2.19867962e-30
   1.00000000e+00]	[  2.38684879e-19   1.23835915e-22   2.25386605e-26   2.90824680e-23
   1.00000000e+00]	[  1.70806036e-15   1.79979281e-18   1.11866368e-19   8.98165375e-20
   1.00000000e+00]	[  2.98477141e-26   1.58099899e-31   2.74031582e-35   1.25021920e-32
   1.00000000e+00]
4	[  1.11747369e-13   1.45202691e-14   1.12774367e-04   4.80148583e-06
   9.99882460e-01]	[  2.22540253e-09   2.78736412e-09   7.55648986e-02   2.68250042e-05
   9.24408197e-01]	[  3.53481738e-07   2.08027336e-06   3.22306640e-02   1.02270273e-02
   9.57539797e-01]	[  3.07061878e-14   1.04986312e-14   8.46664989e-06   6.04765091e-08
   9.99991417e-01]	[  4.95195315e-14   2.16527998e-14   3.48401896e-04   1.33330968e-05
   9.99638200e-01]	[  6.74357315e-12   4.83043727e-13   2.33663275e-04   1.41725495e-05
   9.99752104e-01]	[  8.06697429e-08   1.48180931e-07   2.01816298e-03   4.82041869e-05
   9.97933388e-01]	[  2.04464592e-13   4.73098394e-14   4.69333230e-04   1.32164405e-06
   9.99529362e-01]	[  7.74919434e-11   3.22869370e-11   1.00761754e-02   5.87480026e-04
   9.89336371e-01]	[  5.26736710e-11   1.72138657e-11   4.31635330e-04   1.72619039e-07
